month,drug,concession_price
2021-10,Celecoxib 100mg capsules,1.68
2021-10,Celecoxib 200mg capsules,1.72
2021-10,Chlorpromazine 25mg tablets,10.74
2021-10,Cinnarizine 15mg tablets,3.96
2021-10,Clomipramine 10mg capsules,2.5
2021-10,Clomipramine 25mg capsules,3.47
2021-10,Clomipramine 50mg capsules,8.6
2021-10,Cyclizine 50mg/1ml solution for injection ampoules,7.09
2021-10,Enalapril 10mg tablets,5.05
2021-10,Enalapril 5mg tablets,5.95
2021-10,Glyceryl trinitrate 400micrograms/dose pump sublingual spray,2.83
2021-10,Glyceryl trinitrate 400micrograms/dose pump sublingual spray,2.83
2021-10,Hypromellose 0.5% eye drops,1.17
2021-10,Ivabradine 5mg tablets,8.35
2021-10,Ivabradine 7.5mg tablets,7.53
2021-10,Lamotrigine 5mg dispersible tablets sugar free,8.43
2021-10,Lansoprazole 30mg orodispersible tablets,5.17
2021-10,Lercanidipine 10mg tablets,2.99
2021-10,Lercanidipine 20mg tablets,2.96
2021-10,Loratadine 5mg/5ml oral solution,6.92
2021-10,Metformin 500mg/5ml oral solution sugar free,40.48
2021-10,Methocarbamol 750mg tablets,12.37
2021-10,Naftidrofuryl 100mg capsules,8.1
2021-10,Nitrofurantoin 50mg capsules,10.49
2021-10,Nortriptyline 10mg tablets,1.99
2021-10,Nortriptyline 25mg tablets,2.07
2021-10,Orlistat 120mg capsules,25.5
2021-10,Perindopril erbumine 4mg tablets,1.58
2021-10,Perindopril erbumine 8mg tablets,2.14
2021-10,Pioglitazone 30mg tablets,2.61
2021-10,Pioglitazone 45mg tablets,2.4
2021-10,Prednisolone 5mg soluble tablets,10.35
2021-10,Ropinirole 1mg tablets,56.71
2021-10,Sodium fluoride 0.05% mouthwash sugar free,1.72
2021-10,Timolol 0.25% eye drops,4.16
2021-10,Timolol 0.5% eye drops,4.1
2021-10,Tolbutamide 500mg tablets,26.0
2021-10,Tolterodine 1mg tablets,4.28
2021-10,Tolterodine 2mg tablets,4.82
2021-10,Topiramate 100mg tablets,12.39
2021-10,Topiramate 25mg tablets,2.37
2021-10,Topiramate 50mg tablets,3.03
2021-10,Trazodone 100mg capsules,3.71
2021-10,Trazodone 50mg capsules,3.59
2021-10,Trimethoprim 100mg tablets,1.81
2021-10,Trimethoprim 50mg/5ml oral suspension sugar free,10.99
2021-10,Ursodeoxycholic acid 250mg capsules,10.53
2021-09,Baclofen 10mg tablets,2.34
2021-09,Clomipramine 50mg capsules,8.02
2021-09,Enalapril 5mg tablets,4.87
2021-09,Eplerenone 25mg tablets,9.94
2021-09,Eplerenone 50mg tablets,12.6
2021-09,Etoricoxib 60mg tablets,6.23
2021-09,Etoricoxib 90mg tablets,6.77
2021-09,Glyceryl trinitrate 400micrograms/dose pump sublingual spray,2.99
2021-09,Glyceryl trinitrate 400micrograms/dose pump sublingual spray,2.94
2021-09,Hypromellose 0.5% eye drops,1.17
2021-09,Indoramin 20mg tablets,59.99
2021-09,Ivabradine 5mg tablets,8.7
2021-09,Ivabradine 7.5mg tablets,8.0
2021-09,Lamotrigine 5mg dispersible tablets sugar free,8.19
2021-09,Lercanidipine 10mg tablets,3.5
2021-09,Lercanidipine 20mg tablets,3.25
2021-09,Loratadine 5mg/5ml oral solution,6.65
2021-09,Mebeverine 135mg tablets,4.38
2021-09,Metformin 500mg/5ml oral solution sugar free,40.48
2021-09,Methocarbamol 750mg tablets,12.99
2021-09,Naftidrofuryl 100mg capsules,8.1
2021-09,Nitrofurantoin 50mg capsules,9.62
2021-09,Olmesartan medoxomil 40mg tablets,9.45
2021-09,Orlistat 120mg capsules,21.45
2021-09,Perindopril erbumine 8mg tablets,2.5
2021-09,Pioglitazone 30mg tablets,2.6
2021-09,Pioglitazone 45mg tablets,3.42
2021-09,Pregabalin 100mg capsules,5.04
2021-09,Pregabalin 50mg capsules,4.05
2021-09,Pregabalin 75mg capsules,3.4
2021-09,Prochlorperazine 5mg tablets,1.65
2021-09,Ropinirole 1mg tablets,56.71
2021-09,Sodium fluoride 0.05% mouthwash sugar free,1.72
2021-09,Sulfasalazine 500mg gastro-resistant tablets,17.15
2021-09,Sulfasalazine 500mg tablets,15.81
2021-09,Sulpiride 200mg tablets,5.61
2021-09,Timolol 0.25% eye drops,5.85
2021-09,Timolol 0.5% eye drops,4.58
2021-09,Tolbutamide 500mg tablets,24.72
2021-09,Trazodone 100mg capsules,3.64
2021-09,Trazodone 150mg tablets,2.9
2021-09,Trazodone 50mg capsules,3.59
2021-09,Trimethoprim 50mg/5ml oral suspension sugar free,11.15
2021-09,Ursodeoxycholic acid 250mg capsules,11.29
2021-08,Baclofen 10mg tablets,2.6
2021-08,Enalapril 5mg tablets,6.99
2021-08,Eplerenone 25mg tablets,10.2
2021-08,Eplerenone 50mg tablets,13.8
2021-08,Etoricoxib 60mg tablets,7.1
2021-08,Etoricoxib 90mg tablets,7.29
2021-08,Glyceryl trinitrate 400micrograms/dose pump sublingual spray,2.89
2021-08,Glyceryl trinitrate 400micrograms/dose pump sublingual spray,3.24
2021-08,Ivabradine 5mg tablets,12.19
2021-08,Ivabradine 7.5mg tablets,12.73
2021-08,Lercanidipine 10mg tablets,4.4
2021-08,Lercanidipine 20mg tablets,4.49
2021-08,Loratadine 5mg/5ml oral solution,6.99
2021-08,Mebeverine 135mg tablets,4.25
2021-08,Naftidrofuryl 100mg capsules,7.39
2021-08,Nitrofurantoin 50mg capsules,11.25
2021-08,Olmesartan medoxomil 40mg tablets,9.95
2021-08,Orlistat 120mg capsules,21.99
2021-08,Perindopril erbumine 8mg tablets,2.4
2021-08,Pioglitazone 30mg tablets,2.0
2021-08,Pregabalin 100mg capsules,5.25
2021-08,Pregabalin 25mg capsules,2.73
2021-08,Pregabalin 300mg capsules,5.39
2021-08,Pregabalin 50mg capsules,4.6
2021-08,Pregabalin 75mg capsules,3.76
2021-08,Prochlorperazine 5mg tablets,1.69
2021-08,Sodium fluoride 0.05% mouthwash sugar free,1.72
2021-08,Sulfasalazine 500mg gastro-resistant tablets,17.19
2021-08,Sulfasalazine 500mg tablets,15.72
2021-08,Sulpiride 200mg tablets,5.85
2021-08,Timolol 0.25% eye drops,5.0
2021-08,Timolol 0.5% eye drops,3.94
2021-08,Tolbutamide 500mg tablets,16.79
2021-08,Trazodone 100mg capsules,3.65
2021-08,Trimethoprim 200mg tablets,1.24
2021-08,Trimethoprim 200mg tablets,2.9
2021-08,Trimethoprim 50mg/5ml oral suspension sugar free,11.52
2021-08,Ursodeoxycholic acid 250mg capsules,11.59
2021-07,Baclofen 10mg tablets,3.3
2021-07,Cetirizine 1mg/ml oral solution sugar free,10.65
2021-07,Eplerenone 25mg tablets,11.95
2021-07,Eplerenone 50mg tablets,15.53
2021-07,Etoricoxib 60mg tablets,6.0
2021-07,Etoricoxib 90mg tablets,8.35
2021-07,Glyceryl trinitrate 400micrograms/dose pump sublingual spray,2.89
2021-07,Glyceryl trinitrate 400micrograms/dose pump sublingual spray,3.2
2021-07,Isocarboxazid 10mg tablets,249.1
2021-07,Ivabradine 5mg tablets,23.5
2021-07,Ivabradine 7.5mg tablets,17.67
2021-07,Lercanidipine 10mg tablets,3.89
2021-07,Lercanidipine 20mg tablets,5.81
2021-07,Loratadine 5mg/5ml oral solution,7.75
2021-07,Mebeverine 135mg tablets,4.4
2021-07,Naftidrofuryl 100mg capsules,7.84
2021-07,Nitrofurantoin 50mg capsules,11.22
2021-07,Olmesartan medoxomil 20mg tablets,6.44
2021-07,Olmesartan medoxomil 40mg tablets,10.35
2021-07,Perindopril erbumine 8mg tablets,2.58
2021-07,Pregabalin 100mg capsules,5.42
2021-07,Pregabalin 25mg capsules,3.42
2021-07,Pregabalin 50mg capsules,4.85
2021-07,Pregabalin 75mg capsules,4.18
2021-07,Prochlorperazine 5mg tablets,1.52
2021-07,Sodium fluoride 0.05% mouthwash sugar free,1.74
2021-07,Sulfasalazine 500mg gastro-resistant tablets,17.52
2021-07,Sulfasalazine 500mg tablets,16.5
2021-07,Sulpiride 200mg tablets,5.84
2021-07,Tolbutamide 500mg tablets,16.79
2021-07,Trimethoprim 200mg tablets,1.23
2021-07,Trimethoprim 200mg tablets,2.88
2021-07,Trimethoprim 50mg/5ml oral suspension sugar free,11.94
2021-07,Ursodeoxycholic acid 250mg capsules,11.98
2021-06,Baclofen 10mg tablets,3.17
2021-06,Cetirizine 1mg/ml oral solution sugar free,8.29
2021-06,Chlorpromazine 50mg tablets,14.55
2021-06,Donepezil 10mg orodispersible tablets sugar free,83.89
2021-06,Eplerenone 25mg tablets,14.0
2021-06,Eplerenone 50mg tablets,20.1
2021-06,Esomeprazole 20mg gastro-resistant tablets,4.75
2021-06,Etoricoxib 60mg tablets,8.5
2021-06,Etoricoxib 90mg tablets,10.96
2021-06,Ivabradine 5mg tablets,28.88
2021-06,Ivabradine 7.5mg tablets,8.88
2021-06,Lercanidipine 10mg tablets,2.12
2021-06,Lercanidipine 20mg tablets,2.61
2021-06,Methadone 5mg tablets,5.5
2021-06,Naftidrofuryl 100mg capsules,8.1
2021-06,Olmesartan medoxomil 10mg tablets,6.97
2021-06,Olmesartan medoxomil 20mg tablets,7.95
2021-06,Olmesartan medoxomil 40mg tablets,12.3
2021-06,Pregabalin 100mg capsules,8.47
2021-06,Pregabalin 150mg capsules,4.73
2021-06,Pregabalin 200mg capsules,6.95
2021-06,Pregabalin 25mg capsules,3.99
2021-06,Pregabalin 300mg capsules,6.63
2021-06,Pregabalin 50mg capsules,6.3
2021-06,Pregabalin 75mg capsules,5.53
2021-06,Prochlorperazine 5mg tablets,1.79
2021-06,Repaglinide 2mg tablets,8.4
2021-06,Sodium fluoride 0.05% mouthwash sugar free,1.74
2021-06,Sulfasalazine 500mg gastro-resistant tablets,18.19
2021-06,Sulfasalazine 500mg tablets,17.45
2021-06,Tolbutamide 500mg tablets,13.31
2021-06,Trazodone 100mg capsules,3.9
2021-06,Trimethoprim 200mg tablets,1.34
2021-06,Trimethoprim 200mg tablets,3.13
2021-06,Trimethoprim 50mg/5ml oral suspension sugar free,10.77
2021-06,Zonisamide 100mg capsules,42.0
2021-05,Baclofen 10mg tablets,3.6
2021-05,Candesartan 2mg tablets,1.35
2021-05,Chlorpromazine 50mg tablets,15.98
2021-05,Donepezil 10mg orodispersible tablets sugar free,83.89
2021-05,Eplerenone 25mg tablets,14.25
2021-05,Eplerenone 50mg tablets,26.3
2021-05,Esomeprazole 20mg gastro-resistant tablets,5.18
2021-05,Etoricoxib 30mg tablets,11.05
2021-05,Etoricoxib 60mg tablets,12.0
2021-05,Etoricoxib 90mg tablets,9.92
2021-05,Etoricoxib 120mg tablets,15.75
2021-05,Gentamicin 0.3% ear/eye drops,11.92
2021-05,Ivabradine 5mg tablets,8.3
2021-05,Ivabradine 7.5mg tablets,7.33
2021-05,Lamotrigine 50mg tablets,4.2
2021-05,Lamotrigine 100mg tablets,4.44
2021-05,Methadone 5mg tablets,5.5
2021-05,Naftidrofuryl 100mg capsules,8.1
2021-05,Olmesartan medoxomil 10mg tablets,7.85
2021-05,Olmesartan medoxomil 20mg tablets,8.3
2021-05,Olmesartan medoxomil 40mg tablets,14.52
2021-05,Pregabalin 25mg capsules,3.6
2021-05,Pregabalin 50mg capsules,6.69
2021-05,Pregabalin 75mg capsules,6.5
2021-05,Pregabalin 100mg capsules,6.1
2021-05,Pregabalin 150mg capsules,4.99
2021-05,Pregabalin 200mg capsules,7.0
2021-05,Pregabalin 300mg capsules,5.61
2021-05,Prochlorperazine 5mg tablets,1.79
2021-05,Repaglinide 2mg tablets,9.09
2021-05,Sulfasalazine 500mg gastro-resistant tablets,18.79
2021-05,Sulfasalazine 500mg tablets,17.45
2021-05,Tolbutamide 500mg tablets,13.31
2021-05,Trimethoprim 200mg tablets,1.7
2021-05,Trimethoprim 200mg tablets,3.97
2021-05,Trimethoprim 50mg/5ml oral suspension sugar free,11.95
2021-05,Zonisamide 100mg capsules,49.99
2021-04,Baclofen 10mg tablets,3.6
2021-04,Candesartan 2mg tablets,1.5
2021-04,Chlorpromazine 50mg tablets,16.5
2021-04,Donepezil 10mg orodispersible tablets sugar free,83.89
2021-04,Eplerenone 25mg tablets,12.0
2021-04,Eplerenone 50mg tablets,27.71
2021-04,Esomeprazole 20mg gastro-resistant tablets,4.93
2021-04,Etoricoxib 120mg tablets,16.51
2021-04,Etoricoxib 30mg tablets,11.28
2021-04,Etoricoxib 60mg tablets,16.24
2021-04,Etoricoxib 90mg tablets,12.94
2021-04,Ivabradine 5mg tablets,5.53
2021-04,Lamotrigine 100mg tablets,5.14
2021-04,Lamotrigine 200mg tablets,6.06
2021-04,Lamotrigine 25mg tablets,2.77
2021-04,Lamotrigine 50mg tablets,4.5
2021-04,Letrozole 2.5mg tablets,1.65
2021-04,Naftidrofuryl 100mg capsules,7.8
2021-04,Nicorandil 10mg tablets,5.4
2021-04,Nicorandil 20mg tablets,7.99
2021-04,Olmesartan medoxomil 10mg tablets,8.85
2021-04,Olmesartan medoxomil 20mg tablets,9.5
2021-04,Olmesartan medoxomil 40mg tablets,14.52
2021-04,Pramipexole 88microgram tablets,4.66
2021-04,Pregabalin 100mg capsules,6.99
2021-04,Pregabalin 150mg capsules,4.3
2021-04,Pregabalin 200mg capsules,7.88
2021-04,Pregabalin 25mg capsules,3.6
2021-04,Pregabalin 300mg capsules,5.61
2021-04,Pregabalin 50mg capsules,6.28
2021-04,Pregabalin 75mg capsules,5.22
2021-04,Prochlorperazine 5mg tablets,1.6
2021-04,Repaglinide 1mg tablets,9.79
2021-04,Repaglinide 2mg tablets,9.09
2021-04,Sulfasalazine 500mg gastro-resistant tablets,21.2
2021-04,Sulfasalazine 500mg tablets,18.8
2021-04,Tolbutamide 500mg tablets,13.31
2021-04,Trazodone 100mg capsules,4.05
2021-04,Trimethoprim 200mg tablets,1.41
2021-04,Trimethoprim 200mg tablets,3.29
2021-04,Trimethoprim 50mg/5ml oral suspension sugar free,12.5
2021-04,Zonisamide 100mg capsules,52.49
2021-03,Chlorpromazine 50mg tablets,19.95
2021-03,Ciprofloxacin 500mg tablets,3.11
2021-03,Duloxetine 20mg gastro-resistant capsules,7.75
2021-03,Duloxetine 30mg gastro-resistant capsules,1.82
2021-03,Duloxetine 60mg gastro-resistant capsules,3.18
2021-03,Enalapril 10mg tablets,5.99
2021-03,Eplerenone 25mg tablets,12.35
2021-03,Eplerenone 50mg tablets,25.49
2021-03,Esomeprazole 20mg gastro-resistant capsules,3.67
2021-03,Esomeprazole 20mg gastro-resistant tablets,5.8
2021-03,Esomeprazole 40mg gastro-resistant capsules,3.85
2021-03,Etoricoxib 60mg tablets,14.54
2021-03,Etoricoxib 90mg tablets,17.99
2021-03,Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets,15.93
2021-03,Lamotrigine 100mg tablets,5.9
2021-03,Lamotrigine 200mg tablets,5.26
2021-03,Lamotrigine 25mg tablets,2.3
2021-03,Lamotrigine 50mg tablets,4.5
2021-03,Letrozole 2.5mg tablets,2.25
2021-03,Moxonidine 200microgram tablets,9.59
2021-03,Moxonidine 300microgram tablets,5.95
2021-03,Moxonidine 400microgram tablets,7.0
2021-03,Naftidrofuryl 100mg capsules,7.85
2021-03,Olmesartan medoxomil 10mg tablets,9.95
2021-03,Olmesartan medoxomil 20mg tablets,12.29
2021-03,Olmesartan medoxomil 40mg tablets,15.95
2021-03,Pregabalin 100mg capsules,6.88
2021-03,Pregabalin 150mg capsules,3.7
2021-03,Pregabalin 200mg capsules,7.79
2021-03,Pregabalin 25mg capsules,2.15
2021-03,Pregabalin 300mg capsules,6.67
2021-03,Pregabalin 50mg capsules,5.11
2021-03,Pregabalin 75mg capsules,5.32
2021-03,Repaglinide 1mg tablets,11.76
2021-03,Repaglinide 2mg tablets,11.76
2021-03,Ropinirole 1mg tablets,25.99
2021-03,Sulfasalazine 500mg gastro-resistant tablets,19.3
2021-03,Sulfasalazine 500mg tablets,17.23
2021-03,Tamoxifen 20mg tablets,8.2
2021-03,Topiramate 25mg capsules,22.18
2021-03,Trimethoprim 100mg tablets,2.23
2021-03,Trimethoprim 200mg tablets,1.83
2021-03,Trimethoprim 200mg tablets,4.26
2021-03,Trimethoprim 50mg/5ml oral suspension sugar free,9.99
2021-03,Venlafaxine 75mg modified-release tablets,4.5
2021-03,Zonisamide 100mg capsules,54.8
2021-02,Chlorpromazine 50mg tablets,21.29
2021-02,Ciprofloxacin 500mg tablets,3.69
2021-02,Duloxetine 20mg gastro-resistant capsules,7.28
2021-02,Duloxetine 30mg gastro-resistant capsules,2.77
2021-02,Duloxetine 60mg gastro-resistant capsules,3.5
2021-02,Enalapril 10mg tablets,5.99
2021-02,Enalapril 20mg tablets,10.1
2021-02,Eplerenone 25mg tablets,9.48
2021-02,Eplerenone 50mg tablets,31.32
2021-02,Esomeprazole 20mg gastro-resistant capsules,3.99
2021-02,Esomeprazole 20mg gastro-resistant tablets,5.3
2021-02,Esomeprazole 40mg gastro-resistant capsules,6.2
2021-02,Etoricoxib 60mg tablets,3.25
2021-02,Etoricoxib 90mg tablets,4.1
2021-02,Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets,15.93
2021-02,Lamotrigine 25mg tablets,2.3
2021-02,Lamotrigine 50mg tablets,4.5
2021-02,Lamotrigine 100mg tablets,5.2
2021-02,Lamotrigine 200mg tablets,7.13
2021-02,Letrozole 2.5mg tablets,2.45
2021-02,Loperamide 2mg capsules,1.5
2021-02,Moxonidine 200microgram tablets,8.61
2021-02,Moxonidine 300microgram tablets,6.93
2021-02,Moxonidine 400microgram tablets,7.5
2021-02,Olmesartan medoxomil 10mg tablets,10.31
2021-02,Olmesartan medoxomil 20mg tablets,12.29
2021-02,Olmesartan medoxomil 40mg tablets,15.95
2021-02,Pramipexole 88microgram tablets,4.16
2021-02,Pregabalin 25mg capsules,2.15
2021-02,Pregabalin 50mg capsules,5.7
2021-02,Pregabalin 75mg capsules,5.32
2021-02,Pregabalin 100mg capsules,6.99
2021-02,Pregabalin 150mg capsules,3.12
2021-02,Pregabalin 200mg capsules,7.99
2021-02,Pregabalin 300mg capsules,6.09
2021-02,Prochlorperazine 5mg tablets,1.64
2021-02,Ropinirole 1mg tablets,26.99
2021-02,Sulfasalazine 500mg gastro-resistant tablets,11.85
2021-02,Sulfasalazine 500mg tablets,8.38
2021-02,Tamoxifen 20mg tablets,9.67
2021-02,Topiramate 25mg capsules,22.18
2021-02,Trimethoprim 100mg tablets,4.88
2021-02,Trimethoprim 200mg tablets,2.38
2021-02,Trimethoprim 200mg tablets,5.55
2021-02,Zonisamide 100mg capsules,55.41
2021-01,Chlorpromazine 50mg tablets,21.29
2021-01,Ciprofloxacin 500mg tablets,3.85
2021-01,Duloxetine 20mg gastro-resistant capsules,8.68
2021-01,Duloxetine 30mg gastro-resistant capsules,2.39
2021-01,Duloxetine 60mg gastro-resistant capsules,3.99
2021-01,Enalapril 10mg tablets,6.1
2021-01,Enalapril 20mg tablets,10.1
2021-01,Eplerenone 25mg tablets,8.1
2021-01,Eplerenone 50mg tablets,10.0
2021-01,Esomeprazole 20mg gastro-resistant capsules,3.99
2021-01,Esomeprazole 20mg gastro-resistant tablets,6.57
2021-01,Esomeprazole 40mg gastro-resistant capsules,4.69
2021-01,Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets,15.93
2021-01,Lamotrigine 25mg tablets,2.3
2021-01,Lamotrigine 50mg tablets,5.58
2021-01,Lamotrigine 100mg tablets,6.72
2021-01,Lamotrigine 200mg tablets,8.13
2021-01,Loperamide 2mg capsules,2.39
2021-01,Moxonidine 200microgram tablets,8.7
2021-01,Moxonidine 300microgram tablets,8.69
2021-01,Moxonidine 400microgram tablets,7.5
2021-01,Olmesartan medoxomil 10mg tablets,4.7
2021-01,Olmesartan medoxomil 20mg tablets,3.94
2021-01,Olmesartan medoxomil 40mg tablets,12.95
2021-01,Pregabalin 25mg capsules,4.2
2021-01,Pregabalin 50mg capsules,5.7
2021-01,Pregabalin 75mg capsules,5.32
2021-01,Pregabalin 100mg capsules,6.94
2021-01,Pregabalin 150mg capsules,3.76
2021-01,Pregabalin 200mg capsules,8.32
2021-01,Pregabalin 300mg capsules,7.84
2021-01,Prochlorperazine 5mg tablets,1.43
2021-01,Ropinirole 1mg tablets,26.99
2021-01,Senna 7.5mg/5ml oral solution sugar free,6.99
2021-01,Sulfasalazine 500mg gastro-resistant tablets,12.21
2021-01,Sulfasalazine 500mg tablets,8.57
2021-01,Tamoxifen 20mg tablets,10.21
2021-01,Topiramate 25mg capsules,22.18
2021-01,Trimethoprim 100mg tablets,3.15
2021-01,Zonisamide 100mg capsules,59.0
2020-12,Ciprofloxacin 250mg tablets,1.5
2020-12,Ciprofloxacin 500mg tablets,3.3
2020-12,Desmopressin 10micrograms/dose nasal spray,22.81
2020-12,Docusate 100mg capsules,3.2
2020-12,Docusate 12.5mg/5ml oral solution sugar free,13.19
2020-12,Docusate 50mg/5ml oral solution sugar free,13.39
2020-12,Duloxetine 20mg gastro-resistant capsules,8.48
2020-12,Duloxetine 30mg gastro-resistant capsules,1.9
2020-12,Duloxetine 40mg gastro-resistant capsules,13.69
2020-12,Duloxetine 60mg gastro-resistant capsules,3.99
2020-12,Enalapril 10mg tablets,5.5
2020-12,Enalapril 20mg tablets,9.63
2020-12,Entacapone 200mg tablets,8.12
2020-12,Eplerenone 25mg tablets,8.2
2020-12,Eplerenone 50mg tablets,7.79
2020-12,Esomeprazole 20mg gastro-resistant tablets,5.58
2020-12,Esomeprazole 40mg gastro-resistant capsules,3.01
2020-12,Hydrocortisone 2.5% cream,44.0
2020-12,Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets,14.31
2020-12,Lamotrigine 100mg tablets,6.5
2020-12,Lamotrigine 200mg tablets,5.08
2020-12,Lamotrigine 25mg tablets,1.95
2020-12,Lamotrigine 50mg tablets,3.99
2020-12,Moxonidine 200microgram tablets,8.52
2020-12,Moxonidine 300microgram tablets,8.22
2020-12,Moxonidine 400microgram tablets,7.3
2020-12,Olanzapine 10mg tablets,2.75
2020-12,Olanzapine 15mg tablets,3.84
2020-12,Olanzapine 20mg tablets,4.6
2020-12,Olmesartan medoxomil 10mg tablets,3.09
2020-12,Olmesartan medoxomil 40mg tablets,3.79
2020-12,Prochlorperazine 5mg tablets,1.3
2020-12,Rasagiline 1mg tablets,7.2
2020-12,Senna 7.5mg tablets,2.5
2020-12,Sulfasalazine 500mg gastro-resistant tablets,11.95
2020-12,Sulfasalazine 500mg tablets,7.2
2020-12,Tamoxifen 20mg tablets,10.5
2020-12,Trimethoprim 100mg tablets,2.07
2020-12,Zonisamide 100mg capsules,61.16
2020-11,Alendronic acid 10mg tablets,6.6
2020-11,Ciprofloxacin 250mg tablets,1.95
2020-11,Ciprofloxacin 500mg tablets,5.52
2020-11,Desmopressin 10micrograms/dose nasal spray,22.81
2020-11,Docusate 100mg capsules,3.2
2020-11,Duloxetine 20mg gastro-resistant capsules,9.98
2020-11,Duloxetine 30mg gastro-resistant capsules,2.37
2020-11,Duloxetine 40mg gastro-resistant capsules,13.96
2020-11,Duloxetine 60mg gastro-resistant capsules,4.56
2020-11,Enalapril 10mg tablets,4.99
2020-11,Enalapril 20mg tablets,10.2
2020-11,Entacapone 200mg tablets,9.95
2020-11,Esomeprazole 20mg gastro-resistant tablets,3.99
2020-11,Esomeprazole 40mg gastro-resistant capsules,4.76
2020-11,Hydrocortisone 2.5% cream,44.0
2020-11,Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets,14.31
2020-11,Lamotrigine 25mg tablets,2.07
2020-11,Lamotrigine 50mg tablets,4.8
2020-11,Lamotrigine 100mg tablets,6.18
2020-11,Lamotrigine 200mg tablets,5.52
2020-11,Moxonidine 200microgram tablets,9.1
2020-11,Moxonidine 300microgram tablets,10.5
2020-11,Moxonidine 400microgram tablets,8.16
2020-11,Naftidrofuryl 100mg capsules,7.35
2020-11,Olanzapine 10mg tablets,2.46
2020-11,Olanzapine 15mg tablets,4.2
2020-11,Olanzapine 20mg tablets,4.97
2020-11,Olmesartan medoxomil 40mg tablets,3.46
2020-11,Oxytetracycline 250mg tablets,8.31
2020-11,Prednisolone 1mg gastro-resistant tablets,6.48
2020-11,Prochlorperazine 5mg tablets,1.49
2020-11,Rasagiline 1mg tablets,10.05
2020-11,Senna 7.5mg tablets,2.76
2020-11,Sulfasalazine 500mg gastro-resistant tablets,11.96
2020-11,Sulfasalazine 500mg tablets,6.88
2020-11,Tamoxifen 20mg tablets,11.48
2020-11,Zonisamide 100mg capsules,62.72
